,学校名,考试方式,院系所,专业,研究方向,学习方式,拟招生人数,政治,外语,业务课一,业务课二
770,,统考,(011)生物科学与医学工程学院,(085400)(专业学位)电子信息,(07)脑科学与学习科学,全日制,"('专业：1(不含推免)',6",(101)思想政治理论,(201)英语一,(301)数学一,(937)生物信号处理
771,,统考,(022)仪器科学与工程学院,(085400)(专业学位)电子信息,(01)仪器仪表工程,全日制,"('专业：71(不含推免)',6",(101)思想政治理论,(201)英语一,(301)数学一,(964)电路分析基础
772,,统考,(084)苏州联合研究生院,(085400)(专业学位)电子信息,(01)计算机技术,全日制,"('专业：190(不含推免)',6",(101)思想政治理论,(201)英语一,(301)数学一,(935)计算机专业基础
773,,统考,(084)苏州联合研究生院,(085400)(专业学位)电子信息,(02)人工智能,全日制,"('专业：190(不含推免)',6",(101)思想政治理论,(201)英语一,(301)数学一,(935)计算机专业基础
774,,统考,(084)苏州联合研究生院,(085400)(专业学位)电子信息,(03)健康数据科学,全日制,"('专业：190(不含推免)',6",(101)思想政治理论,(201)英语一,(301)数学一,(935)计算机专业基础
775,,,,,,,,(101)思想政治理论,(201)英语一,(301)数学一,(937)生物信号处理
776,,统考,(084)苏州联合研究生院,(085400)(专业学位)电子信息,(04)人工智能应用,全日制,"('专业：190(不含推免)',6",(101)思想政治理论,(201)英语一,(301)数学一,(934)电路
777,,统考,(086)网络空间安全学院,(085400)(专业学位)电子信息,(01)网络空间安全,全日制,"('专业：130(不含推免)',6",(101)思想政治理论,(201)英语一,(301)数学一,(916)计算机网络概论
778,,,,,,,,(101)思想政治理论,(201)英语一,(301)数学一,(917)通信网络原理
779,,统考,(401)软件学院（苏州）,(085400)(专业学位)电子信息,(01)软件工程,全日制,"('专业：150(不含推免)',6",(101)思想政治理论,(201)英语一,(302)数学二,(906)软件基础
780,,统考,(401)软件学院（苏州）,(085400)(专业学位)电子信息,(02)人工智能应用,全日制,"('专业：150(不含推免)',6",(101)思想政治理论,(201)英语一,(302)数学二,(934)电路
781,,统考,(404)微电子学院,(085400)(专业学位)电子信息,(01)集成电路器件与工艺,全日制,"('专业：173(不含推免)',6",(101)思想政治理论,(201)英语一,(301)数学一,(928)电子技术基础（数、模）
782,,统考,(404)微电子学院,(085400)(专业学位)电子信息,(02)数字集成电路,全日制,"('专业：173(不含推免)',6",(101)思想政治理论,(201)英语一,(301)数学一,(928)电子技术基础（数、模）
783,,统考,(404)微电子学院,(085400)(专业学位)电子信息,(03)模拟集成电路,全日制,"('专业：173(不含推免)',6",(101)思想政治理论,(201)英语一,(301)数学一,(928)电子技术基础（数、模）
784,,统考,(404)微电子学院,(085400)(专业学位)电子信息,(04)嵌入式芯片系统,全日制,"('专业：173(不含推免)',6",(101)思想政治理论,(201)英语一,(301)数学一,(928)电子技术基础（数、模）
785,,统考,(404)微电子学院,(085400)(专业学位)电子信息,(05)微纳加工与封测,全日制,"('专业：173(不含推免)',6",(101)思想政治理论,(201)英语一,(301)数学一,(928)电子技术基础（数、模）
786,浙江大学,,,,,,,,,,
787,,统考,(150)生物医学工程与仪器科学学院,(085400)(专业学位)电子信息,(01)30生物医学工程,全日制,"('专业：20(不含推免)',6",(101)思想政治理论,(201)英语一,(301)数学一,(408)计算机学科专业基础综合
788,,,,,,,,(101)思想政治理论,(201)英语一,(301)数学一,(830)生物化学与分子生物学
789,,,,,,,,(101)思想政治理论,(201)英语一,(301)数学一,(839)控制理论
790,,,,,,,,(101)思想政治理论,(201)英语一,(301)数学一,(842)信号系统与数字电路
791,,,,,,,,(101)思想政治理论,(201)英语一,(301)数学一,(857)模拟与数字电子技术
792,,,,,,,,(101)思想政治理论,(201)英语一,(301)数学一,(883)生物医学工程综合
793,,统考,(150)生物医学工程与仪器科学学院,(085400)(专业学位)电子信息,(02)03仪器仪表工程,全日制,"('专业：20(不含推免)',6",(101)思想政治理论,(201)英语一,(301)数学一,(840)电路
794,,,,,,,,(101)思想政治理论,(201)英语一,(301)数学一,(844)信号与电路基础
795,,,,,,,,(101)思想政治理论,(201)英语一,(301)数学一,(845)自动控制原理
796,,,,,,,,(101)思想政治理论,(201)英语一,(301)数学一,(857)模拟与数字电子技术
797,,统考,(210)计算机科学与技术学院,(085400)(专业学位)电子信息,(00)11计算机技术,全日制,"('专业：100(不含推免)',6",(101)思想政治理论,(201)英语一,(301)数学一,(408)计算机学科专业基础综合
798,,统考,(240)航空航天学院,(085400)(专业学位)电子信息,(01)08电子与通信工程,全日制,"('专业：10(不含推免)',6",(101)思想政治理论,(201)英语一,(301)数学一,(842)信号系统与数字电路
799,,统考,(240)航空航天学院,(085400)(专业学位)电子信息,(02)11计算机技术,全日制,"('专业：10(不含推免)',6",(101)思想政治理论,(201)英语一,(301)数学一,(408)计算机学科专业基础综合
800,,统考,(300)光电科学与工程学院,(085400)(专业学位)电子信息,(00)02光学工程,全日制,"('专业：36(不含推免)',6",(101)思想政治理论,(201)英语一,(301)数学一,(408)计算机学科专业基础综合
801,,,,,,,,(101)思想政治理论,(201)英语一,(301)数学一,(832)机械设计基础
802,,,,,,,,(101)思想政治理论,(201)英语一,(301)数学一,(841)工程光学基础
803,,,,,,,,(101)思想政治理论,(201)英语一,(301)数学一,(845)自动控制原理
804,,,,,,,,(101)思想政治理论,(201)英语一,(301)数学一,(857)模拟与数字电子技术
805,,,,,,,,(101)思想政治理论,(202)俄语,(301)数学一,(408)计算机学科专业基础综合
806,,,,,,,,(101)思想政治理论,(202)俄语,(301)数学一,(832)机械设计基础
807,,,,,,,,(101)思想政治理论,(202)俄语,(301)数学一,(841)工程光学基础
808,,,,,,,,(101)思想政治理论,(202)俄语,(301)数学一,(845)自动控制原理
809,,,,,,,,(101)思想政治理论,(202)俄语,(301)数学一,(857)模拟与数字电子技术
810,,,,,,,,(101)思想政治理论,(203)日语,(301)数学一,(408)计算机学科专业基础综合
811,,,,,,,,(101)思想政治理论,(203)日语,(301)数学一,(832)机械设计基础
812,,,,,,,,(101)思想政治理论,(203)日语,(301)数学一,(841)工程光学基础
813,,,,,,,,(101)思想政治理论,(203)日语,(301)数学一,(845)自动控制原理
814,,,,,,,,(101)思想政治理论,(203)日语,(301)数学一,(857)模拟与数字电子技术
815,,统考,(310)信息与电子工程学院,(085400)(专业学位)电子信息,(00)08电子与通信工程,全日制,"('专业：36(不含推免)',6",(101)思想政治理论,(201)英语一,(301)数学一,(842)信号系统与数字电路
816,,统考,(320)控制科学与工程学院,(085400)(专业学位)电子信息,(00)10控制工程,全日制,"('专业：34(不含推免)',6",(101)思想政治理论,(201)英语一,(301)数学一,(845)自动控制原理
817,,,,,,,,(101)思想政治理论,(201)英语一,(301)数学一,(408)计算机学科专业基础综合
818,,,,,,,,(101)思想政治理论,(201)英语一,(301)数学一,(832)机械设计基础
819,,,,,,,,(101)思想政治理论,(201)英语一,(301)数学一,(838)化工原理
820,,,,,,,,(101)思想政治理论,(201)英语一,(301)数学一,(844)信号与电路基础
821,,统考,(340)海洋学院,(085400)(专业学位)电子信息,(00)海洋技术与工程,全日制,"('专业：19(不含推免)',6",(101)思想政治理论,(201)英语一,(301)数学一,(832)机械设计基础
822,,,,,,,,(101)思想政治理论,(201)英语一,(301)数学一,(841)工程光学基础
823,,,,,,,,(101)思想政治理论,(201)英语一,(301)数学一,(844)信号与电路基础
824,,,,,,,,(101)思想政治理论,(201)英语一,(301)数学一,(845)自动控制原理
825,,,,,,,,(101)思想政治理论,(201)英语一,(301)数学一,(880)海洋工程综合
826,,统考,(410)微纳电子学院,(085400)(专业学位)电子信息,(00)09集成电路工程,全日制,"('专业：36(不含推免)',6",(101)思想政治理论,(201)英语一,(301)数学一,(842)信号系统与数字电路
827,,,,,,,,(101)思想政治理论,(201)英语一,(301)数学一,(879)半导体物理
828,,,,,,,,(101)思想政治理论,(201)英语一,(301)数学一,(840)电路
829,,统考,(510)软件学院,(085400)(专业学位)电子信息,(01)人工智能,全日制,"('专业：149(不含推免)',6",(101)思想政治理论,(201)英语一,(301)数学一,(408)计算机学科专业基础综合
830,,统考,(510)软件学院,(085400)(专业学位)电子信息,(02)12软件工程,全日制,"('专业：149(不含推免)',6",(101)思想政治理论,(201)英语一,(301)数学一,(878)计算机学科专业基础
831,,统考,(600)工程师学院,(085400)(专业学位)电子信息,(02)08电子与通信工程,全日制,"('专业：77(不含推免)',6",(101)思想政治理论,(201)英语一,(301)数学一,(842)信号系统与数字电路
832,,统考,(600)工程师学院,(085400)(专业学位)电子信息,(08)10控制工程,全日制,"('专业：77(不含推免)',6",(101)思想政治理论,(201)英语一,(301)数学一,(408)计算机学科专业基础综合
833,,,,,,,,(101)思想政治理论,(201)英语一,(301)数学一,(832)机械设计基础
834,,,,,,,,(101)思想政治理论,(201)英语一,(301)数学一,(838)化工原理
835,,,,,,,,(101)思想政治理论,(201)英语一,(301)数学一,(844)信号与电路基础
836,,,,,,,,(101)思想政治理论,(201)英语一,(301)数学一,(845)自动控制原理
837,,统考,(600)工程师学院,(085400)(专业学位)电子信息,(16)11计算机技术,全日制,"('专业：77(不含推免)',6",(101)思想政治理论,(201)英语一,(301)数学一,(408)计算机学科专业基础综合
838,,统考,(600)工程师学院,(085400)(专业学位)电子信息,(21)人工智能,全日制,"('专业：77(不含推免)',6",(101)思想政治理论,(201)英语一,(301)数学一,(408)计算机学科专业基础综合
839,,统考,(600)工程师学院,(085400)(专业学位)电子信息,(22)30生物医学工程,全日制,"('专业：77(不含推免)',6",(101)思想政治理论,(201)英语一,(301)数学一,(408)计算机学科专业基础综合
840,,,,,,,,(101)思想政治理论,(201)英语一,(301)数学一,(830)生物化学与分子生物学
841,,,,,,,,(101)思想政治理论,(201)英语一,(301)数学一,(839)控制理论
842,,,,,,,,(101)思想政治理论,(201)英语一,(301)数学一,(842)信号系统与数字电路
843,,,,,,,,(101)思想政治理论,(201)英语一,(301)数学一,(857)模拟与数字电子技术
844,,,,,,,,(101)思想政治理论,(201)英语一,(301)数学一,(883)生物医学工程综合
845,,统考,(600)工程师学院,(085400)(专业学位)电子信息,(23)03仪器仪表工程,全日制,"('专业：77(不含推免)',6",(101)思想政治理论,(201)英语一,(301)数学一,(840)电路
846,,,,,,,,(101)思想政治理论,(201)英语一,(301)数学一,(844)信号与电路基础
847,,,,,,,,(101)思想政治理论,(201)英语一,(301)数学一,(845)自动控制原理
848,,,,,,,,(101)思想政治理论,(201)英语一,(301)数学一,(857)模拟与数字电子技术
849,,统考,(600)工程师学院,(085400)(专业学位)电子信息,(24)02光学工程,全日制,"('专业：77(不含推免)',6",(101)思想政治理论,(201)英语一,(301)数学一,(408)计算机学科专业基础综合
850,,,,,,,,(101)思想政治理论,(201)英语一,(301)数学一,(832)机械设计基础
851,,,,,,,,(101)思想政治理论,(201)英语一,(301)数学一,(841)工程光学基础
852,,,,,,,,(101)思想政治理论,(201)英语一,(301)数学一,(845)自动控制原理
853,,,,,,,,(101)思想政治理论,(201)英语一,(301)数学一,(857)模拟与数字电子技术
854,,,,,,,,(101)思想政治理论,(202)俄语,(301)数学一,(408)计算机学科专业基础综合
855,,,,,,,,(101)思想政治理论,(202)俄语,(301)数学一,(832)机械设计基础
856,,,,,,,,(101)思想政治理论,(202)俄语,(301)数学一,(841)工程光学基础
857,,,,,,,,(101)思想政治理论,(202)俄语,(301)数学一,(845)自动控制原理
858,,,,,,,,(101)思想政治理论,(202)俄语,(301)数学一,(857)模拟与数字电子技术
859,,,,,,,,(101)思想政治理论,(203)日语,(301)数学一,(408)计算机学科专业基础综合
860,,,,,,,,(101)思想政治理论,(203)日语,(301)数学一,(832)机械设计基础
861,,,,,,,,(101)思想政治理论,(203)日语,(301)数学一,(841)工程光学基础
862,,,,,,,,(101)思想政治理论,(203)日语,(301)数学一,(845)自动控制原理
863,,,,,,,,(101)思想政治理论,(203)日语,(301)数学一,(857)模拟与数字电子技术
864,中国科学技术大学,,,,,,,,,,
865,,统考,(168)研究生院科学岛分院,(085400)(专业学位)电子信息,(01)详见招生简章,全日制,"('专业：54(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(408)计算机学科专业基础综合
866,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(821)机械设计
867,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(832)普通物理B
868,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(843)信号与系统
869,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(845)自动控制理论
870,,统考,(170)天文与空间科学学院（紫金山天文台）,(085400)(专业学位)电子信息,(01)太赫兹探测技术与方法,全日制,"('专业：5(不含推免)',6",(101)思想政治理论,(201)英语一,(302)数学二,(831)普通物理
871,,统考,(170)天文与空间科学学院（紫金山天文台）,(085400)(专业学位)电子信息,(02)太赫兹及光学望远镜技术,全日制,"('专业：5(不含推免)',6",(101)思想政治理论,(201)英语一,(302)数学二,(810)电子学基础
